split_a,class_a,filename_a,path_a,split_b,class_b,filename_b,path_b,phash_distance,same_class,normalized_pixel_correlation,structural_similarity,meets_exclusion_rule
train,pituitary,Te-pi_286.jpg,data/Testing/pituitary/Te-pi_286.jpg,validation,pituitary,Tr-pi_1189.jpg,data/Training/pituitary/Tr-pi_1189.jpg,48,True,0.8862774995126185,0.7307034730911255,False
test,pituitary,Te-pi_302.jpg,data/Testing/pituitary/Te-pi_302.jpg,validation,pituitary,Te-pi_123.jpg,data/Testing/pituitary/Te-pi_123.jpg,48,True,0.8673032042526257,0.6763149499893188,False
train,pituitary,Te-pi_314.jpg,data/Testing/pituitary/Te-pi_314.jpg,validation,pituitary,Tr-pi_664.jpg,data/Training/pituitary/Tr-pi_664.jpg,48,True,0.7396170102859037,0.5545737743377686,False
train,pituitary,Te-pi_352.jpg,data/Testing/pituitary/Te-pi_352.jpg,validation,pituitary,Tr-pi_992.jpg,data/Training/pituitary/Tr-pi_992.jpg,48,True,0.8164913533468725,0.6251950263977051,False
train,pituitary,Te-pi_365.jpg,data/Testing/pituitary/Te-pi_365.jpg,validation,pituitary,Te-pi_319.jpg,data/Testing/pituitary/Te-pi_319.jpg,48,True,0.7926036976671217,0.5605879426002502,False
test,pituitary,Te-pi_379.jpg,data/Testing/pituitary/Te-pi_379.jpg,train,pituitary,Tr-pi_1287.jpg,data/Training/pituitary/Tr-pi_1287.jpg,48,True,0.8316545803962756,0.7122253179550171,False
train,glioma,Tr-gl_1023.jpg,data/Training/glioma/Tr-gl_1023.jpg,validation,glioma,Tr-gl_948.jpg,data/Training/glioma/Tr-gl_948.jpg,48,True,0.8189177962425916,0.6523188352584839,False
train,glioma,Tr-gl_1080.jpg,data/Training/glioma/Tr-gl_1080.jpg,validation,meningioma,Te-me_257.jpg,data/Testing/meningioma/Te-me_257.jpg,48,False,0.6649649946513053,0.551781177520752,False
train,glioma,Tr-gl_1127.jpg,data/Training/glioma/Tr-gl_1127.jpg,validation,glioma,Tr-gl_1332.jpg,data/Training/glioma/Tr-gl_1332.jpg,48,True,0.8325629419001538,0.7227214574813843,False
test,glioma,Tr-gl_1135.jpg,data/Training/glioma/Tr-gl_1135.jpg,train,glioma,Tr-gl_912.jpg,data/Training/glioma/Tr-gl_912.jpg,48,True,0.8776746115055802,0.7635538578033447,False
train,glioma,Tr-gl_114.jpg,data/Training/glioma/Tr-gl_114.jpg,validation,glioma,Tr-gl_93.jpg,data/Training/glioma/Tr-gl_93.jpg,48,True,0.847646952713495,0.7042810320854187,False
train,glioma,Tr-gl_115.jpg,data/Training/glioma/Tr-gl_115.jpg,validation,glioma,Tr-gl_721.jpg,data/Training/glioma/Tr-gl_721.jpg,48,True,0.6955466111113626,0.5715277194976807,False
train,glioma,Tr-gl_1210.jpg,data/Training/glioma/Tr-gl_1210.jpg,validation,glioma,Tr-gl_1172.jpg,data/Training/glioma/Tr-gl_1172.jpg,48,True,0.8333331977293205,0.707461953163147,False
test,glioma,Tr-gl_1313.jpg,data/Training/glioma/Tr-gl_1313.jpg,train,glioma,Te-gl_4.jpg,data/Testing/glioma/Te-gl_4.jpg,48,True,0.8695868384910316,0.7093673944473267,False
test,glioma,Tr-gl_1316.jpg,data/Training/glioma/Tr-gl_1316.jpg,train,glioma,Te-gl_239.jpg,data/Testing/glioma/Te-gl_239.jpg,48,True,0.7740534764104464,0.6484953761100769,False
train,glioma,Tr-gl_1379.jpg,data/Training/glioma/Tr-gl_1379.jpg,validation,meningioma,Tr-me_540.jpg,data/Training/meningioma/Tr-me_540.jpg,48,False,0.7215253211843774,0.5939935445785522,False
train,glioma,Tr-gl_1398.jpg,data/Training/glioma/Tr-gl_1398.jpg,validation,glioma,Tr-gl_1132.jpg,data/Training/glioma/Tr-gl_1132.jpg,48,True,0.7431882161649993,0.7541170120239258,False
test,glioma,Tr-gl_142.jpg,data/Training/glioma/Tr-gl_142.jpg,validation,glioma,Te-gl_70.jpg,data/Testing/glioma/Te-gl_70.jpg,48,True,0.8469576248914074,0.7219253778457642,False
train,glioma,Tr-gl_148.jpg,data/Training/glioma/Tr-gl_148.jpg,validation,glioma,Tr-gl_141.jpg,data/Training/glioma/Tr-gl_141.jpg,48,True,0.8224481310320013,0.7957227826118469,False
train,glioma,Tr-gl_187.jpg,data/Training/glioma/Tr-gl_187.jpg,validation,glioma,Tr-gl_767.jpg,data/Training/glioma/Tr-gl_767.jpg,48,True,0.8154052063291353,0.6512584686279297,False
train,glioma,Tr-gl_19.jpg,data/Training/glioma/Tr-gl_19.jpg,validation,glioma,Tr-gl_1099.jpg,data/Training/glioma/Tr-gl_1099.jpg,48,True,0.7144884634318969,0.7404106259346008,False
train,glioma,Tr-gl_228.jpg,data/Training/glioma/Tr-gl_228.jpg,validation,glioma,Tr-gl_915.jpg,data/Training/glioma/Tr-gl_915.jpg,48,True,0.9211677150451002,0.8251612782478333,False
train,glioma,Tr-gl_302.jpg,data/Training/glioma/Tr-gl_302.jpg,validation,glioma,Te-gl_368.jpg,data/Testing/glioma/Te-gl_368.jpg,48,True,0.6826958847046103,0.5784792304039001,False
test,glioma,Tr-gl_367.jpg,data/Training/glioma/Tr-gl_367.jpg,train,glioma,Tr-gl_1020.jpg,data/Training/glioma/Tr-gl_1020.jpg,48,True,0.803213564377113,0.6238675713539124,False
test,glioma,Tr-gl_384.jpg,data/Training/glioma/Tr-gl_384.jpg,validation,glioma,Te-gl_336.jpg,data/Testing/glioma/Te-gl_336.jpg,48,True,0.7451463909660928,0.6326431632041931,False
train,glioma,Tr-gl_39.jpg,data/Training/glioma/Tr-gl_39.jpg,validation,glioma,Tr-gl_1085.jpg,data/Training/glioma/Tr-gl_1085.jpg,48,True,0.7804540008376709,0.7490586638450623,False
train,glioma,Tr-gl_392.jpg,data/Training/glioma/Tr-gl_392.jpg,validation,glioma,Tr-gl_578.jpg,data/Training/glioma/Tr-gl_578.jpg,48,True,0.8439863760907798,0.6963300704956055,False
test,glioma,Tr-gl_443.jpg,data/Training/glioma/Tr-gl_443.jpg,train,glioma,Tr-gl_1400.jpg,data/Training/glioma/Tr-gl_1400.jpg,48,True,0.850903969702216,0.7089645862579346,False
train,glioma,Tr-gl_472.jpg,data/Training/glioma/Tr-gl_472.jpg,validation,glioma,Tr-gl_582.jpg,data/Training/glioma/Tr-gl_582.jpg,48,True,0.9061877905207958,0.8536708354949951,False
train,glioma,Tr-gl_479.jpg,data/Training/glioma/Tr-gl_479.jpg,validation,glioma,Tr-gl_2.jpg,data/Training/glioma/Tr-gl_2.jpg,48,True,0.7125145394130564,0.5929381847381592,False
test,glioma,Tr-gl_497.jpg,data/Training/glioma/Tr-gl_497.jpg,validation,glioma,Tr-gl_1085.jpg,data/Training/glioma/Tr-gl_1085.jpg,48,True,0.7460177990825195,0.7670685648918152,False
test,glioma,Tr-gl_528.jpg,data/Training/glioma/Tr-gl_528.jpg,train,glioma,Tr-gl_1284.jpg,data/Training/glioma/Tr-gl_1284.jpg,48,True,0.8639934526835488,0.8130649924278259,False
train,glioma,Tr-gl_539.jpg,data/Training/glioma/Tr-gl_539.jpg,validation,glioma,Te-gl_180.jpg,data/Testing/glioma/Te-gl_180.jpg,48,True,0.7715478934801315,0.6665913462638855,False
train,glioma,Tr-gl_546.jpg,data/Training/glioma/Tr-gl_546.jpg,validation,glioma,Tr-gl_977.jpg,data/Training/glioma/Tr-gl_977.jpg,48,True,0.7389441022843984,0.6269798278808594,False
train,glioma,Tr-gl_586.jpg,data/Training/glioma/Tr-gl_586.jpg,validation,glioma,Tr-gl_1389.jpg,data/Training/glioma/Tr-gl_1389.jpg,48,True,0.8402116375610978,0.7112671136856079,False
train,glioma,Tr-gl_616.jpg,data/Training/glioma/Tr-gl_616.jpg,validation,glioma,Tr-gl_807.jpg,data/Training/glioma/Tr-gl_807.jpg,48,True,0.8095560252629822,0.7838612198829651,False
train,glioma,Tr-gl_627.jpg,data/Training/glioma/Tr-gl_627.jpg,validation,glioma,Tr-gl_726.jpg,data/Training/glioma/Tr-gl_726.jpg,48,True,0.8484380583346697,0.7152447700500488,False
train,glioma,Tr-gl_632.jpg,data/Training/glioma/Tr-gl_632.jpg,validation,glioma,Tr-gl_754.jpg,data/Training/glioma/Tr-gl_754.jpg,48,True,0.604124470561934,0.5495340824127197,False
test,glioma,Tr-gl_670.jpg,data/Training/glioma/Tr-gl_670.jpg,train,glioma,Tr-gl_820.jpg,data/Training/glioma/Tr-gl_820.jpg,48,True,0.8368418458999717,0.6887431144714355,False
train,glioma,Tr-gl_682.jpg,data/Training/glioma/Tr-gl_682.jpg,validation,glioma,Tr-gl_151.jpg,data/Training/glioma/Tr-gl_151.jpg,48,True,0.8434531799350633,0.70993971824646,False
test,glioma,Tr-gl_709.jpg,data/Training/glioma/Tr-gl_709.jpg,train,glioma,Tr-gl_1361.jpg,data/Training/glioma/Tr-gl_1361.jpg,48,True,0.8264565482181461,0.8082656860351562,False
train,glioma,Tr-gl_728.jpg,data/Training/glioma/Tr-gl_728.jpg,validation,glioma,Tr-gl_192.jpg,data/Training/glioma/Tr-gl_192.jpg,48,True,0.8005888581612489,0.6635851263999939,False
train,glioma,Tr-gl_737.jpg,data/Training/glioma/Tr-gl_737.jpg,validation,glioma,Tr-gl_83.jpg,data/Training/glioma/Tr-gl_83.jpg,48,True,0.7971122027167665,0.713040292263031,False
train,glioma,Tr-gl_796.jpg,data/Training/glioma/Tr-gl_796.jpg,validation,glioma,Tr-gl_273.jpg,data/Training/glioma/Tr-gl_273.jpg,48,True,0.7989479958249416,0.7214373350143433,False
train,glioma,Tr-gl_805.jpg,data/Training/glioma/Tr-gl_805.jpg,validation,glioma,Te-gl_183.jpg,data/Testing/glioma/Te-gl_183.jpg,48,True,0.8604201722077368,0.7038825750350952,False
train,glioma,Tr-gl_853.jpg,data/Training/glioma/Tr-gl_853.jpg,validation,meningioma,Tr-me_549.jpg,data/Training/meningioma/Tr-me_549.jpg,48,False,0.8389966570648312,0.7316481471061707,False
test,glioma,Tr-gl_937.jpg,data/Training/glioma/Tr-gl_937.jpg,train,glioma,Tr-gl_682.jpg,data/Training/glioma/Tr-gl_682.jpg,48,True,0.8617741057742969,0.6935220956802368,False
train,glioma,Tr-gl_960.jpg,data/Training/glioma/Tr-gl_960.jpg,validation,glioma,Tr-gl_232.jpg,data/Training/glioma/Tr-gl_232.jpg,48,True,0.8800950142876509,0.7828601002693176,False
test,glioma,Tr-gl_974.jpg,data/Training/glioma/Tr-gl_974.jpg,train,glioma,Tr-gl_408.jpg,data/Training/glioma/Tr-gl_408.jpg,48,True,0.855020384035141,0.6965201497077942,False
test,meningioma,Tr-me_1005.jpg,data/Training/meningioma/Tr-me_1005.jpg,validation,meningioma,Tr-me_206.jpg,data/Training/meningioma/Tr-me_206.jpg,48,True,0.756010544740751,0.6548935770988464,False
test,meningioma,Tr-me_1051.jpg,data/Training/meningioma/Tr-me_1051.jpg,train,meningioma,Tr-me_951.jpg,data/Training/meningioma/Tr-me_951.jpg,48,True,0.9026599481584077,0.782860517501831,False
test,meningioma,Tr-me_1120.jpg,data/Training/meningioma/Tr-me_1120.jpg,train,meningioma,Tr-me_1058.jpg,data/Training/meningioma/Tr-me_1058.jpg,48,True,0.838436314409653,0.6863467693328857,False
train,meningioma,Tr-me_1244.jpg,data/Training/meningioma/Tr-me_1244.jpg,validation,meningioma,Tr-me_945.jpg,data/Training/meningioma/Tr-me_945.jpg,48,True,0.8122455054543064,0.7247258424758911,False
train,meningioma,Tr-me_1276.jpg,data/Training/meningioma/Tr-me_1276.jpg,validation,meningioma,Tr-me_1293.jpg,data/Training/meningioma/Tr-me_1293.jpg,48,True,0.8985273881037262,0.7495331764221191,False
train,meningioma,Tr-me_179.jpg,data/Training/meningioma/Tr-me_179.jpg,validation,meningioma,Tr-me_540.jpg,data/Training/meningioma/Tr-me_540.jpg,48,True,0.7502508625911959,0.6076678037643433,False
train,meningioma,Tr-me_192.jpg,data/Training/meningioma/Tr-me_192.jpg,validation,meningioma,Tr-me_866.jpg,data/Training/meningioma/Tr-me_866.jpg,48,True,0.824145039344502,0.6895616054534912,False
train,meningioma,Tr-me_220.jpg,data/Training/meningioma/Tr-me_220.jpg,validation,meningioma,Tr-me_692.jpg,data/Training/meningioma/Tr-me_692.jpg,48,True,0.8277668129907728,0.7790079116821289,False
train,meningioma,Tr-me_224.jpg,data/Training/meningioma/Tr-me_224.jpg,validation,meningioma,Tr-me_1138.jpg,data/Training/meningioma/Tr-me_1138.jpg,48,True,0.7914675949781451,0.593005359172821,False
test,meningioma,Tr-me_23.jpg,data/Training/meningioma/Tr-me_23.jpg,train,meningioma,Te-me_58.jpg,data/Testing/meningioma/Te-me_58.jpg,48,True,0.8627897845713207,0.7496472597122192,False
test,meningioma,Tr-me_269.jpg,data/Training/meningioma/Tr-me_269.jpg,train,meningioma,Tr-me_584.jpg,data/Training/meningioma/Tr-me_584.jpg,48,True,0.8745379052630011,0.7684893608093262,False
train,meningioma,Tr-me_308.jpg,data/Training/meningioma/Tr-me_308.jpg,validation,meningioma,Tr-me_357.jpg,data/Training/meningioma/Tr-me_357.jpg,48,True,0.7763606568874903,0.6861142516136169,False
test,meningioma,Tr-me_328.jpg,data/Training/meningioma/Tr-me_328.jpg,train,meningioma,Tr-me_211.jpg,data/Training/meningioma/Tr-me_211.jpg,48,True,0.8085706413392144,0.6826357841491699,False
train,meningioma,Tr-me_329.jpg,data/Training/meningioma/Tr-me_329.jpg,validation,meningioma,Tr-me_857.jpg,data/Training/meningioma/Tr-me_857.jpg,48,True,0.8660407414033575,0.7325835824012756,False
test,meningioma,Tr-me_334.jpg,data/Training/meningioma/Tr-me_334.jpg,train,meningioma,Tr-me_581.jpg,data/Training/meningioma/Tr-me_581.jpg,48,True,0.8973398478341577,0.71975177526474,False
train,meningioma,Tr-me_393.jpg,data/Training/meningioma/Tr-me_393.jpg,validation,meningioma,Te-me_291.jpg,data/Testing/meningioma/Te-me_291.jpg,48,True,0.8383299610737079,0.7003189921379089,False
train,meningioma,Tr-me_445.jpg,data/Training/meningioma/Tr-me_445.jpg,validation,meningioma,Tr-me_144.jpg,data/Training/meningioma/Tr-me_144.jpg,48,True,0.8645748756896988,0.6693369150161743,False
train,meningioma,Tr-me_526.jpg,data/Training/meningioma/Tr-me_526.jpg,validation,meningioma,Tr-me_640.jpg,data/Training/meningioma/Tr-me_640.jpg,48,True,0.8292042838717165,0.6588541865348816,False
test,meningioma,Tr-me_560.jpg,data/Training/meningioma/Tr-me_560.jpg,train,meningioma,Tr-me_483.jpg,data/Training/meningioma/Tr-me_483.jpg,48,True,0.7408229803483112,0.6157737970352173,False
train,meningioma,Tr-me_57.jpg,data/Training/meningioma/Tr-me_57.jpg,validation,meningioma,Tr-me_246.jpg,data/Training/meningioma/Tr-me_246.jpg,48,True,0.8502822365279279,0.6968421339988708,False
train,meningioma,Tr-me_660.jpg,data/Training/meningioma/Tr-me_660.jpg,validation,meningioma,Tr-me_1298.jpg,data/Training/meningioma/Tr-me_1298.jpg,48,True,0.817914413177597,0.7551195621490479,False
train,meningioma,Tr-me_705.jpg,data/Training/meningioma/Tr-me_705.jpg,validation,meningioma,Te-me_28.jpg,data/Testing/meningioma/Te-me_28.jpg,48,True,0.7597152538251007,0.7253977060317993,False
train,meningioma,Tr-me_719.jpg,data/Training/meningioma/Tr-me_719.jpg,validation,meningioma,Te-me_36.jpg,data/Testing/meningioma/Te-me_36.jpg,48,True,0.8360432541294184,0.6821458339691162,False
train,meningioma,Tr-me_759.jpg,data/Training/meningioma/Tr-me_759.jpg,validation,meningioma,Tr-me_235.jpg,data/Training/meningioma/Tr-me_235.jpg,48,True,0.7560474155825985,0.6551384925842285,False
test,meningioma,Tr-me_778.jpg,data/Training/meningioma/Tr-me_778.jpg,validation,meningioma,Tr-me_172.jpg,data/Training/meningioma/Tr-me_172.jpg,48,True,0.7392829833333585,0.6446146368980408,False
train,meningioma,Tr-me_800.jpg,data/Training/meningioma/Tr-me_800.jpg,validation,meningioma,Tr-me_605.jpg,data/Training/meningioma/Tr-me_605.jpg,48,True,0.8603493533206951,0.6993378400802612,False
test,meningioma,Tr-me_996.jpg,data/Training/meningioma/Tr-me_996.jpg,train,meningioma,Tr-me_871.jpg,data/Training/meningioma/Tr-me_871.jpg,48,True,0.8819820594331307,0.7435951828956604,False
train,notumor,Tr-no_169.jpg,data/Training/notumor/Tr-no_169.jpg,validation,notumor,Tr-no_923.jpg,data/Training/notumor/Tr-no_923.jpg,48,True,0.7437149942920314,0.6102739572525024,False
test,notumor,Tr-no_662.jpg,data/Training/notumor/Tr-no_662.jpg,train,notumor,Tr-no_869.jpg,data/Training/notumor/Tr-no_869.jpg,48,True,0.915883104005334,0.7426611185073853,False
train,notumor,Tr-no_700.jpg,data/Training/notumor/Tr-no_700.jpg,validation,glioma,Te-gl_248.jpg,data/Testing/glioma/Te-gl_248.jpg,48,False,0.6731199527898883,0.6821316480636597,False
train,pituitary,Tr-pi_1001.jpg,data/Training/pituitary/Tr-pi_1001.jpg,validation,pituitary,Tr-pi_562.jpg,data/Training/pituitary/Tr-pi_562.jpg,48,True,0.8547697910263363,0.6554682850837708,False
test,pituitary,Tr-pi_1013.jpg,data/Training/pituitary/Tr-pi_1013.jpg,validation,pituitary,Tr-pi_748.jpg,data/Training/pituitary/Tr-pi_748.jpg,48,True,0.736423978565511,0.5187593698501587,False
train,pituitary,Tr-pi_1051.jpg,data/Training/pituitary/Tr-pi_1051.jpg,validation,pituitary,Tr-pi_1092.jpg,data/Training/pituitary/Tr-pi_1092.jpg,48,True,0.743898684907336,0.6093083620071411,False
test,pituitary,Tr-pi_1062.jpg,data/Training/pituitary/Tr-pi_1062.jpg,train,pituitary,Tr-pi_629.jpg,data/Training/pituitary/Tr-pi_629.jpg,48,True,0.7405883119659233,0.6070842146873474,False
train,pituitary,Tr-pi_1075.jpg,data/Training/pituitary/Tr-pi_1075.jpg,validation,pituitary,Te-pi_112.jpg,data/Testing/pituitary/Te-pi_112.jpg,48,True,0.7915713916678327,0.5842225551605225,False
test,pituitary,Tr-pi_1093.jpg,data/Training/pituitary/Tr-pi_1093.jpg,train,pituitary,Tr-pi_723.jpg,data/Training/pituitary/Tr-pi_723.jpg,48,True,0.7410557795801128,0.51555335521698,False
train,pituitary,Tr-pi_1111.jpg,data/Training/pituitary/Tr-pi_1111.jpg,validation,pituitary,Tr-pi_1201.jpg,data/Training/pituitary/Tr-pi_1201.jpg,48,True,0.7494788547606831,0.6197313070297241,False
train,pituitary,Tr-pi_1169.jpg,data/Training/pituitary/Tr-pi_1169.jpg,validation,pituitary,Te-pi_6.jpg,data/Testing/pituitary/Te-pi_6.jpg,48,True,0.8566126735678096,0.654496431350708,False
train,pituitary,Tr-pi_1178.jpg,data/Training/pituitary/Tr-pi_1178.jpg,validation,pituitary,Tr-pi_1143.jpg,data/Training/pituitary/Tr-pi_1143.jpg,48,True,0.758522597057397,0.5788202285766602,False
test,pituitary,Tr-pi_1190.jpg,data/Training/pituitary/Tr-pi_1190.jpg,validation,pituitary,Tr-pi_254.jpg,data/Training/pituitary/Tr-pi_254.jpg,48,True,0.9018279748370129,0.7492368221282959,False
train,pituitary,Tr-pi_1222.jpg,data/Training/pituitary/Tr-pi_1222.jpg,validation,pituitary,Tr-pi_1358.jpg,data/Training/pituitary/Tr-pi_1358.jpg,48,True,0.8207405536224577,0.66898512840271,False
train,pituitary,Tr-pi_1253.jpg,data/Training/pituitary/Tr-pi_1253.jpg,validation,pituitary,Tr-pi_1074.jpg,data/Training/pituitary/Tr-pi_1074.jpg,48,True,0.8474241763819778,0.6675495505332947,False
test,pituitary,Tr-pi_1359.jpg,data/Training/pituitary/Tr-pi_1359.jpg,train,pituitary,Te-pi_189.jpg,data/Testing/pituitary/Te-pi_189.jpg,48,True,0.8662205980729247,0.682366132736206,False
test,pituitary,Tr-pi_1389.jpg,data/Training/pituitary/Tr-pi_1389.jpg,train,pituitary,Tr-pi_628.jpg,data/Training/pituitary/Tr-pi_628.jpg,48,True,0.821010001814043,0.6692429184913635,False
train,pituitary,Tr-pi_150.jpg,data/Training/pituitary/Tr-pi_150.jpg,validation,pituitary,Tr-pi_630.jpg,data/Training/pituitary/Tr-pi_630.jpg,48,True,0.6173284429728058,0.45961833000183105,False
train,pituitary,Tr-pi_27.jpg,data/Training/pituitary/Tr-pi_27.jpg,validation,pituitary,Te-pi_394.jpg,data/Testing/pituitary/Te-pi_394.jpg,48,True,0.9228031173848299,0.7437736392021179,False
train,pituitary,Tr-pi_305.jpg,data/Training/pituitary/Tr-pi_305.jpg,validation,pituitary,Tr-pi_854.jpg,data/Training/pituitary/Tr-pi_854.jpg,48,True,0.8662024906147543,0.7012912631034851,False
train,pituitary,Tr-pi_319.jpg,data/Training/pituitary/Tr-pi_319.jpg,validation,pituitary,Tr-pi_992.jpg,data/Training/pituitary/Tr-pi_992.jpg,48,True,0.7807801146966493,0.6066634654998779,False
train,pituitary,Tr-pi_328.jpg,data/Training/pituitary/Tr-pi_328.jpg,validation,pituitary,Tr-pi_350.jpg,data/Training/pituitary/Tr-pi_350.jpg,48,True,0.7771550536553268,0.6315181255340576,False
test,pituitary,Tr-pi_357.jpg,data/Training/pituitary/Tr-pi_357.jpg,train,pituitary,Tr-pi_1294.jpg,data/Training/pituitary/Tr-pi_1294.jpg,48,True,0.8892522583222342,0.6912351846694946,False
train,pituitary,Tr-pi_409.jpg,data/Training/pituitary/Tr-pi_409.jpg,validation,pituitary,Tr-pi_477.jpg,data/Training/pituitary/Tr-pi_477.jpg,48,True,0.8420036537005968,0.651023805141449,False
test,pituitary,Tr-pi_411.jpg,data/Training/pituitary/Tr-pi_411.jpg,train,pituitary,Te-pi_283.jpg,data/Testing/pituitary/Te-pi_283.jpg,48,True,0.876427563754347,0.70701003074646,False
test,pituitary,Tr-pi_440.jpg,data/Training/pituitary/Tr-pi_440.jpg,train,pituitary,Tr-pi_742.jpg,data/Training/pituitary/Tr-pi_742.jpg,48,True,0.6713780261923054,0.5281772613525391,False
test,pituitary,Tr-pi_443.jpg,data/Training/pituitary/Tr-pi_443.jpg,train,pituitary,Tr-pi_92.jpg,data/Training/pituitary/Tr-pi_92.jpg,48,True,0.8617939505190909,0.6906408667564392,False
train,pituitary,Tr-pi_450.jpg,data/Training/pituitary/Tr-pi_450.jpg,validation,pituitary,Tr-pi_377.jpg,data/Training/pituitary/Tr-pi_377.jpg,48,True,0.8728993455765272,0.6528922319412231,False
train,pituitary,Tr-pi_500.jpg,data/Training/pituitary/Tr-pi_500.jpg,validation,pituitary,Tr-pi_674.jpg,data/Training/pituitary/Tr-pi_674.jpg,48,True,0.8634787011122935,0.752202033996582,False
train,pituitary,Tr-pi_589.jpg,data/Training/pituitary/Tr-pi_589.jpg,validation,pituitary,Tr-pi_84.jpg,data/Training/pituitary/Tr-pi_84.jpg,48,True,0.6882691748585384,0.5094669461250305,False
test,pituitary,Tr-pi_591.jpg,data/Training/pituitary/Tr-pi_591.jpg,train,pituitary,Tr-pi_110.jpg,data/Training/pituitary/Tr-pi_110.jpg,48,True,0.7584193008708954,0.5411496758460999,False
train,pituitary,Tr-pi_619.jpg,data/Training/pituitary/Tr-pi_619.jpg,validation,pituitary,Te-pi_176.jpg,data/Testing/pituitary/Te-pi_176.jpg,48,True,0.8957440804805663,0.7396165132522583,False
train,pituitary,Tr-pi_628.jpg,data/Training/pituitary/Tr-pi_628.jpg,validation,pituitary,Te-pi_317.jpg,data/Testing/pituitary/Te-pi_317.jpg,48,True,0.7396722838502294,0.5652495622634888,False
test,pituitary,Tr-pi_659.jpg,data/Training/pituitary/Tr-pi_659.jpg,train,pituitary,Te-pi_246.jpg,data/Testing/pituitary/Te-pi_246.jpg,48,True,0.8621173540462518,0.6606298685073853,False
train,pituitary,Tr-pi_696.jpg,data/Training/pituitary/Tr-pi_696.jpg,validation,pituitary,Tr-pi_63.jpg,data/Training/pituitary/Tr-pi_63.jpg,48,True,0.867629923736127,0.67542964220047,False
train,pituitary,Tr-pi_721.jpg,data/Training/pituitary/Tr-pi_721.jpg,validation,pituitary,Tr-pi_901.jpg,data/Training/pituitary/Tr-pi_901.jpg,48,True,0.8022059264542163,0.6370464563369751,False
train,pituitary,Tr-pi_738.jpg,data/Training/pituitary/Tr-pi_738.jpg,validation,pituitary,Tr-pi_664.jpg,data/Training/pituitary/Tr-pi_664.jpg,48,True,0.7983637064756237,0.5907412767410278,False
test,pituitary,Tr-pi_781.jpg,data/Training/pituitary/Tr-pi_781.jpg,train,pituitary,Tr-pi_771.jpg,data/Training/pituitary/Tr-pi_771.jpg,48,True,0.8640707421152999,0.7182744741439819,False
train,pituitary,Tr-pi_803.jpg,data/Training/pituitary/Tr-pi_803.jpg,validation,pituitary,Te-pi_13.jpg,data/Testing/pituitary/Te-pi_13.jpg,48,True,0.8671989253684035,0.6686056852340698,False
train,pituitary,Tr-pi_840.jpg,data/Training/pituitary/Tr-pi_840.jpg,validation,pituitary,Tr-pi_1117.jpg,data/Training/pituitary/Tr-pi_1117.jpg,48,True,0.8624779266213226,0.6969147324562073,False
test,pituitary,Tr-pi_90.jpg,data/Training/pituitary/Tr-pi_90.jpg,train,pituitary,Te-pi_281.jpg,data/Testing/pituitary/Te-pi_281.jpg,48,True,0.8641803627017385,0.718987226486206,False
test,pituitary,Tr-pi_937.jpg,data/Training/pituitary/Tr-pi_937.jpg,validation,pituitary,Tr-pi_1094.jpg,data/Training/pituitary/Tr-pi_1094.jpg,48,True,0.827050194811429,0.651707112789154,False
train,pituitary,Tr-pi_963.jpg,data/Training/pituitary/Tr-pi_963.jpg,validation,pituitary,Tr-pi_532.jpg,data/Training/pituitary/Tr-pi_532.jpg,48,True,0.7643102470420117,0.5285192728042603,False
train,pituitary,Tr-pi_988.jpg,data/Training/pituitary/Tr-pi_988.jpg,validation,pituitary,Te-pi_155.jpg,data/Testing/pituitary/Te-pi_155.jpg,48,True,0.7354317049536999,0.5837880373001099,False
test,pituitary,Tr-pi_989.jpg,data/Training/pituitary/Tr-pi_989.jpg,train,pituitary,Tr-pi_900.jpg,data/Training/pituitary/Tr-pi_900.jpg,48,True,0.8969847204359822,0.7472350597381592,False
train,glioma,Te-gl_135.jpg,data/Testing/glioma/Te-gl_135.jpg,validation,glioma,Tr-gl_939.jpg,data/Training/glioma/Tr-gl_939.jpg,50,True,0.8086124236741975,0.736276388168335,False
test,glioma,Te-gl_138.jpg,data/Testing/glioma/Te-gl_138.jpg,train,glioma,Tr-gl_171.jpg,data/Training/glioma/Tr-gl_171.jpg,50,True,0.8136148393058352,0.6259373426437378,False
train,glioma,Te-gl_208.jpg,data/Testing/glioma/Te-gl_208.jpg,validation,glioma,Tr-gl_1032.jpg,data/Training/glioma/Tr-gl_1032.jpg,50,True,0.8695837460111305,0.7296851277351379,False
train,glioma,Te-gl_21.jpg,data/Testing/glioma/Te-gl_21.jpg,validation,glioma,Tr-gl_94.jpg,data/Training/glioma/Tr-gl_94.jpg,50,True,0.8453259360632057,0.7062293887138367,False
test,glioma,Te-gl_255.jpg,data/Testing/glioma/Te-gl_255.jpg,train,glioma,Tr-gl_324.jpg,data/Training/glioma/Tr-gl_324.jpg,50,True,0.8144638875230498,0.6678361892700195,False
test,glioma,Te-gl_281.jpg,data/Testing/glioma/Te-gl_281.jpg,train,glioma,Tr-gl_447.jpg,data/Training/glioma/Tr-gl_447.jpg,50,True,0.8856833580387675,0.7595772743225098,False
train,glioma,Te-gl_301.jpg,data/Testing/glioma/Te-gl_301.jpg,validation,glioma,Tr-gl_836.jpg,data/Training/glioma/Tr-gl_836.jpg,50,True,0.8914858296587858,0.777459979057312,False
